Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,SMILES,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND
440790294,1983,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00004,acetaminophen,20231222,20210312,Curation Efforts|Governmental Organizations,LT00004,acetaminophen,5.0,Warnings and precautions,vMost-DILI-Concern,2.0,1983,1.0,139.0,2.0,2.0,1.0,AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAACAyBkAAyxoLAAgCIACVSUACCAAAhIgAIiAAGbIgIJiLCkZOEcAhk1BHI2AewQAAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==,N-(4-hydroxyphenyl)acetamide,N-(4-hydroxyphenyl)acetamide,<I>N</I>-(4-hydroxyphenyl)acetamide,N-(4-hydroxyphenyl)acetamide,N-(4-hydroxyphenyl)ethanamide,N-(4-hydroxyphenyl)acetamide,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,0.5,151.06332853,C8H9NO2,151.16,49.3,151.06332853,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(=O)Nc1ccc(O)cc1,,"4  5  8
4  6  8
5  7  8
6  8  8
7  9  8
8  9  8",
440790293,41774,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01034,acarbose,20210312,20210312,Curation Efforts|Governmental Organizations,LT01034,acarbose,8.0,Warnings and precautions,vMost-DILI-Concern,1.0,41774,1.0,962.0,19.0,14.0,9.0,AAADcfB6PgAAAAAAAAAAAAAAAAAAAAAAAAAkSJEAAAAAAAAAAAAAHgAQCAAADDzxgAcCCALABgCAAiBCAACAAAAgAAAACIAIAAgTFAIAgQAnUAAH0ACfEAPw4CwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"(3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]tetrahydropyran-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-6-(hydroxymethyl)tetrahydropyran-2,3,4-triol","(3R,4R,5S,6R)-5-[[(2R,3R,4R,5S,6R)-5-[[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)-1-cyclohex-2-enyl]amino]-2-oxanyl]oxy]-3,4-dihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-6-(hydroxymethyl)oxane-2,3,4-triol","(3<I>R</I>,4<I>R</I>,5<I>S</I>,6<I>R</I>)-5-[(2<I>R</I>,3<I>R</I>,4<I>R</I>,5<I>S</I>,6<I>R</I>)-5-[(2<I>R</I>,3<I>R</I>,4<I>S</I>,5<I>S</I>,6<I>R</I>)-3,4-dihydroxy-6-methyl-5-[[(1<I>S</I>,4<I>R</I>,5<I>S</I>,6<I>S</I>)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol","(3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino]oxan-2-yl]oxy-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-(hydroxymethyl)oxane-2,3,4-triol","(3R,4R,5S,6R)-6-(hydroxymethyl)-5-[(2R,3R,4R,5S,6R)-6-(hydroxymethyl)-5-[(2R,3R,4S,5S,6R)-5-[[(1S,4R,5S,6S)-3-(hydroxymethyl)-4,5,6-tris(oxidanyl)cyclohex-2-en-1-yl]amino]-6-methyl-3,4-bis(oxidanyl)oxan-2-yl]oxy-3,4-bis(oxidanyl)oxan-2-yl]oxy-oxane-2,3,4-triol","(3R,4R,5S,6R)-5-[(2R,3R,4R,5S,6R)-5-[(2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-[[(1S,4R,5S,6S)-4,5,6-trihydroxy-3-methylol-cyclohex-2-en-1-yl]amino]tetrahydropyran-2-yl]oxy-3,4-dihydroxy-6-methylol-tetrahydropyran-2-yl]oxy-6-methylol-tetrahydropyran-2,3,4-triol","InChI=1S/C25H43NO18/c1-6-11(26-8-2-7(3-27)12(30)15(33)13(8)31)14(32)19(37)24(40-6)43-22-10(5-29)42-25(20(38)17(22)35)44-21-9(4-28)41-23(39)18(36)16(21)34/h2,6,8-39H,3-5H2,1H3/t6-,8+,9-,10-,11-,12-,13+,14+,15+,16-,17-,18-,19-,20-,21-,22-,23?,24-,25-/m1/s1",XUFXOAAUWZOOIT-UGEKTDRHSA-N,,645.24801352,C25H43NO18,645.6,321.0,645.24801352,0.0,44.0,18.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,-8.5,"22  1  6
25  1  5
31  10  5
33  11  6
34  12  5
38  13  5
41  15  6
42  16  3
20  19  5
28  19  5
23  35  6
27  39  5
36  43  5
30  4  6
32  4  6
21  5  6
24  6  5
26  7  5
29  9  6",
440790292,441300,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00040,abacavir,20231222,20210312,Curation Efforts|Governmental Organizations,LT00040,abacavir,8.0,Warnings and precautions,vMost-DILI-Concern,1.0,441300,1.0,414.0,6.0,3.0,4.0,AAADceBzoAAAAAAAAAAAAAAAGAAAAWIAAAAsAAAAAAAAAFgB+AAAHgAQCAAADSjhlwYF8L/MEgCgASZjZACAgC0xEKAJWKAoVBiAWAJAyUAURAgM0ALIACKgAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"[(1S,4R)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol","[(1S,4R)-4-[2-amino-6-(cyclopropylamino)-9-purinyl]-1-cyclopent-2-enyl]methanol","[(1<I>S</I>,4<I>R</I>)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol","[(1S,4R)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol","[(1S,4R)-4-[2-azanyl-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol","[(1S,4R)-4-[2-amino-6-(cyclopropylamino)purin-9-yl]cyclopent-2-en-1-yl]methanol","InChI=1S/C14H18N6O/c15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21/h1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19)/t8-,10+/m1/s1",MCGSCOLBFJQGHM-SCZZXKLOSA-N,,286.15420922,C14H18N6O,286.33,102.0,286.15420922,0.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,0.9,"13  19  5
16  18  8
17  18  8
11  3  5
3  17  8
3  20  8
4  18  8
4  20  8
5  16  8
5  21  8
6  17  8
6  21  8",
440790291,4649,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00505,4-Aminosalicylic acid,20231222,20210312,Curation Efforts|Governmental Organizations,LT00505,4-aminosalicylic acid,5.0,Warnings and precautions,vMost-DILI-Concern,1.0,4649,1.0,160.0,4.0,3.0,1.0,AAADcYBiMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADAyBmAAwzoBAAgCIAiTSSACCAAAkIgAIiAEGbMgIJzaClZOAcUBn8BkI2YeY2SGeCAAAAgAIAAAQAAAEABAAAAAAAAAAAA==,4-amino-2-hydroxy-benzoic acid,4-amino-2-hydroxybenzoic acid,4-amino-2-hydroxybenzoic acid,4-amino-2-hydroxybenzoic acid,4-azanyl-2-oxidanyl-benzoic acid,4-amino-2-hydroxy-benzoic acid,"InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)",WUBBRNOQWQTFEX-UHFFFAOYSA-N,1.3,153.042593085,C7H7NO3,153.14,83.6,153.042593085,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Nc1ccc(C(=O)O)c(O)c1,,"5  6  8
5  9  8
6  8  8
7  10  8
7  8  8
9  10  8",
440790290,54682461,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01220,Tipranavir,20231222,20210312,Curation Efforts|Governmental Organizations,LT01220,tipranavir,8.0,Box warning,vMost-DILI-Concern,1.0,54682461,1.0,1050.0,10.0,2.0,11.0,AAADcfB7OYBAAAAAAAAAAAAAAAAAAAAAAAA8YIEAAAAAAAAB0AAAHwQQSAAADUzB2hQ+yZJIFgKoAjT3THDK0DAxIiAI2Dk4ZNgIJPLAsZGGcAhl0ADI6QeYyOCOgAAAQAAAAAAAAACAAAAAAAAAAAAAAA==,N-[3-[(1R)-1-[(2R)-4-hydroxy-6-oxo-2-(2-phenylethyl)-2-propyl-3H-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide,N-[3-[(1R)-1-[(2R)-4-hydroxy-6-oxo-2-(2-phenylethyl)-2-propyl-3H-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)-2-pyridinesulfonamide,<I>N</I>-[3-[(1<I>R</I>)-1-[(2<I>R</I>)-4-hydroxy-6-oxo-2-(2-phenylethyl)-2-propyl-3<I>H</I>-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide,N-[3-[(1R)-1-[(2R)-4-hydroxy-6-oxo-2-(2-phenylethyl)-2-propyl-3H-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide,N-[3-[(1R)-1-[(2R)-4-oxidanyl-6-oxidanylidene-2-(2-phenylethyl)-2-propyl-3H-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide,N-[3-[(1R)-1-[(2R)-4-hydroxy-6-keto-2-phenethyl-2-propyl-3H-pyran-5-yl]propyl]phenyl]-5-(trifluoromethyl)pyridine-2-sulfonamide,"InChI=1S/C31H33F3N2O5S/c1-3-16-30(17-15-21-9-6-5-7-10-21)19-26(37)28(29(38)41-30)25(4-2)22-11-8-12-24(18-22)36-42(39,40)27-14-13-23(20-35-27)31(32,33)34/h5-14,18,20,25,36-37H,3-4,15-17,19H2,1-2H3/t25-,30-/m1/s1",SUJUHGSWHZTSEU-FYBSXPHGSA-N,,602.20622782,C31H33F3N2O5S,602.7,114.0,602.20622782,0.0,42.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,7.0,"11  37  8
11  41  8
12  14  6
19  22  6
23  27  8
23  28  8
24  29  8
24  30  8
27  31  8
28  32  8
29  34  8
30  35  8
31  33  8
32  33  8
34  36  8
35  36  8
37  38  8
38  39  8
39  40  8
40  41  8",
440790289,3002977,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00640,Maraviroc,20250421,20210312,Curation Efforts|Governmental Organizations,LT00640,maraviroc,3.0,Box warning,vMost-DILI-Concern,1.0,3002977,1.0,751.0,6.0,1.0,8.0,AAADcfB7oYAAAAAAAAAAAAAAAAAAAWLAAAA8YIAABgAAAAABwAAAHwAYAAAADSjBmxQzEIfMEACqAiNyNACSgAsgAKAdyIE4BIiIKDKA2RGEIAhgngKIiAcYiICOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"4,4-difluoro-N-[(1S)-3-[(1R,5S)-3-(3-isopropyl-5-methyl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenyl-propyl]cyclohexanecarboxamide","4,4-difluoro-N-[(1S)-3-[(1R,5S)-3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]-1-cyclohexanecarboxamide","4,4-difluoro-<I>N</I>-[(1<I>S</I>)-3-[(1<I>R</I>,5<I>S</I>)-3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]cyclohexane-1-carboxamide","4,4-difluoro-N-[(1S)-3-[(1R,5S)-3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]cyclohexane-1-carboxamide","4,4-bis(fluoranyl)-N-[(1S)-3-[(1R,5S)-3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenyl-propyl]cyclohexane-1-carboxamide","4,4-difluoro-N-[(1S)-3-[(1R,5S)-3-(3-isopropyl-5-methyl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenyl-propyl]cyclohexanecarboxamide","InChI=1S/C29H41F2N5O/c1-19(2)27-34-33-20(3)36(27)25-17-23-9-10-24(18-25)35(23)16-13-26(21-7-5-4-6-8-21)32-28(37)22-11-14-29(30,31)15-12-22/h4-8,19,22-26H,9-18H2,1-3H3,(H,32,37)/t23-,24+,25?,26-/m0/s1",GSNHKUDZZFZSJB-HLMSNRGBSA-N,,513.32791727,C29H41F2N5O,513.7,63.1,513.32791727,0.0,37.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,5.1,"10  39  6
23  33  8
23  34  8
33  35  8
34  36  8
35  37  8
36  37  8
5  18  8
5  20  8
6  18  8
6  8  8
19  7  6
8  20  8
9  38  5",
440790288,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00477,Gemtuzumab ozogamicin,20210312,20210312,Curation Efforts|Governmental Organizations,LT00477,gemtuzumab ozogamicin,8.0,Box warning,vMost-DILI-Concern,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440790287,135449331,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00663,Eltrombopag olamine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00663,eltrombopag olamine,4.0,Box warning,vMost-DILI-Concern,1.0,135449331,1.0,822.0,11.0,7.0,7.0,AAADcfB7uAAAAAAAAAAAAAAAAAAAAQAAAAAwYMAAAAAAAAABUAAAHgAYCAAADAzhmAYyzoJiAgCKAiXSWACCBAAlIgAaqIGFbMgKdjLSlZOUcQhk1BHI2ceYyPCOiAACQAAYEAAQAASAADAgAAAAAAAAAA==,"2-aminoethanol;3-[3-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxo-1H-pyrazol-4-yl]azo]-2-hydroxy-phenyl]benzoic acid","2-aminoethanol;3-[3-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxo-1H-pyrazol-4-yl]azo]-2-hydroxyphenyl]benzoic acid","2-aminoethanol;3-[3-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxo-1<I>H</I>-pyrazol-4-yl]diazenyl]-2-hydroxyphenyl]benzoic acid","2-aminoethanol;3-[3-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxo-1H-pyrazol-4-yl]diazenyl]-2-hydroxyphenyl]benzoic acid","2-azanylethanol;3-[3-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxidanylidene-1H-pyrazol-4-yl]diazenyl]-2-oxidanyl-phenyl]benzoic acid","2-aminoethanol;3-[3-[[1-(3,4-dimethylphenyl)-5-keto-3-methyl-3-pyrazolin-4-yl]azo]-2-hydroxy-phenyl]benzoic acid","InChI=1S/C25H22N4O4.2C2H7NO/c1-14-10-11-19(12-15(14)2)29-24(31)22(16(3)28-29)27-26-21-9-5-8-20(23(21)30)17-6-4-7-18(13-17)25(32)33;2*3-1-2-4/h4-13,28,30H,1-3H3,(H,32,33);2*4H,1-3H2",DJMJHIKGMVJYCW-UHFFFAOYSA-N,,564.26963289,C29H36N6O6,564.6,207.0,564.26963289,0.0,41.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,"1
5
255",Cc1ccc(-n2[nH]c(C)c(/N=N/c3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C.NCCO.NCCO,,"13  16  8
13  20  8
14  18  8
15  16  8
15  19  8
17  18  8
19  21  8
20  21  8
25  28  8
25  29  8
26  31  8
26  33  8
27  28  8
27  30  8
29  32  8
30  32  8
31  34  8
33  35  8
34  36  8
35  36  8
7  17  8
7  8  8
8  14  8",
440790286,23663956,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00684,DIVALPROEX SODIUM,20231222,20210312,Curation Efforts|Governmental Organizations,LT00684,divalproex sodium,8.0,Box warning,vMost-DILI-Concern,2.0,23663956,1.0,192.0,4.0,1.0,10.0,AAADceB4OCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQCAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,sodium;2-propylpentanoate;2-propylpentanoic acid,sodium;2-propylpentanoate;2-propylpentanoic acid,sodium;2-propylpentanoate;2-propylpentanoic acid,sodium;2-propylpentanoate;2-propylpentanoic acid,sodium;2-propylpentanoate;2-propylpentanoic acid,sodium;2-propylvalerate;2-propylvaleric acid,"InChI=1S/2C8H16O2.Na/c2*1-3-5-7(6-4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+1/p-1",MSRILKIQRXUYCT-UHFFFAOYSA-M,,310.21200375,C16H31NaO4,310.4,77.4,310.21200375,0.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,"1
5
255",CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],,,1  2  7
440790285,35370,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00163,zidovudine,20231222,20210312,Curation Efforts|Governmental Organizations,LT00163,zidovudine,8.0,Box warning,vMost-DILI-Concern,1.0,35370,1.0,484.0,6.0,2.0,3.0,AAADccBzuAAAAAAAAAAAAAAAAAAAASAAAAAgAAAAAAAAAAAAAAAAHgAYCAAADDzhgAYDAAPABgCKAgFWUACAAAAAAAAAAAEIAECDEAIAwQAPQAAOByIDAMCwMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)tetrahydrofuran-2-yl]-5-methyl-pyrimidine-2,4-dione","1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)-2-oxolanyl]-5-methylpyrimidine-2,4-dione","1-[(2<I>R</I>,4<I>S</I>,5<I>S</I>)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione","1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-pyrimidine-2,4-dione","1-[(2R,4S,5S)-4-azido-5-methylol-tetrahydrofuran-2-yl]-5-methyl-pyrimidine-2,4-quinone","InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7+,8+/m0/s1",HBOMLICNUCNMMY-XLPZGREQSA-N,0.0,267.09675391,C10H13N5O4,267.24,93.2,267.09675391,0.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,,"13  14  6
15  17  8
17  18  8
11  5  6
5  15  8
5  16  8
10  6  5
7  16  8
7  18  8",
440790284,3121,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00160,VALPROIC ACID,20231222,20210312,Curation Efforts|Governmental Organizations,LT00160,valproic acid,8.0,Box warning,vMost-DILI-Concern,1.0,3121,1.0,93.4,2.0,1.0,5.0,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADQCAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-propylpentanoic acid,2-propylpentanoic acid,2-propylpentanoic acid,2-propylpentanoic acid,2-propylpentanoic acid,2-propylvaleric acid,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,2.8,144.115029749,C8H16O2,144.21,37.3,144.115029749,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCCC(CCC)C(=O)O,,,
440790283,4659569,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00156,Tolcapone,20210312,20210312,Curation Efforts|Governmental Organizations,LT00156,tolcapone,8.0,Box warning,vMost-DILI-Concern,1.0,4659569,1.0,372.0,5.0,2.0,2.0,AAADccByOAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHgAECAAADAyBmAAyxoAQQgCJAqRSQwCCAAAkIgAoiAEH7MoLJjKSlZOAcQFmwFkJ2Yee3PHOYAABQgAAUADAAAKEAACgAAAAAAAAAA==,"(3,4-dihydroxy-5-nitro-phenyl)-(p-tolyl)methanone","(3,4-dihydroxy-5-nitrophenyl)-(4-methylphenyl)methanone","(3,4-dihydroxy-5-nitrophenyl)-(4-methylphenyl)methanone","(3,4-dihydroxy-5-nitrophenyl)-(4-methylphenyl)methanone","(4-methylphenyl)-[3-nitro-4,5-bis(oxidanyl)phenyl]methanone","(3,4-dihydroxy-5-nitro-phenyl)-(p-tolyl)methanone","InChI=1S/C14H11NO5/c1-8-2-4-9(5-3-8)13(17)10-6-11(15(19)20)14(18)12(16)7-10/h2-7,16,18H,1H3",MIQPIUSUKVNLNT-UHFFFAOYSA-N,,273.06372245,C14H11NO5,273.24,103.0,273.06372245,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,3.3,"10  12  8
11  13  8
12  17  8
13  17  8
14  18  8
14  19  8
15  18  8
16  19  8
7  10  8
7  11  8
8  15  8
8  16  8",
440790282,5329102,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00565,Sunitinib,20231222,20210312,Curation Efforts|Governmental Organizations,LT00565,sunitinib,8.0,Box warning,vMost-DILI-Concern,1.0,5329102,1.0,636.0,4.0,3.0,7.0,AAADceB7sQAAAAAAAAAAAAAAAAAAAWLAAAAwAAAAAAAAAFgBwAAAHwAQAAAADAjBngwywJPJkACoAyVyVACCgCAlAiAImaE4ZNgIYHrA1ZGUIYhglgDIyccciICOgAAAAAACAAAAAAAAAAQAAAAAAAAAAA==,"N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-indolin-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide","N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide","<I>N</I>-[2-(diethylamino)ethyl]-5-[(<I>Z</I>)-(5-fluoro-2-oxo-1<I>H</I>-indol-3-ylidene)methyl]-2,4-dimethyl-1<I>H</I>-pyrrole-3-carboxamide","N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide","N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoranyl-2-oxidanylidene-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide","N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-keto-indolin-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide","InChI=1S/C22H27FN4O2/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28/h7-8,11-12,25H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28)/b17-12-",WINHZLLDWRZWRT-ATVHPVEESA-N,,398.21180428,C22H27FN4O2,398.5,77.2,398.21180428,0.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,"1
5
255",CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,2.6,"10  11  8
19  21  8
19  26  8
21  27  8
26  28  8
27  29  8
28  29  8
5  11  8
5  13  8
9  10  8
9  13  8",
